Type,dept_id,dept_name,service_id,service_name,activity_id,activity_name,fund_id,fund_name,object_id,object_name,outcome_id,outcome_name,subobject_id,subobject_name,amount,FID
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,2,Lead Abatement,5000,State  ,4,Materials and Supplies,20,Clean and Healthy Communities,401,Motor Vehicle Fuels and Lubricants,389,6140
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,2,Lead Abatement,5000,State  ,4,Materials and Supplies,20,Clean and Healthy Communities,402,Office Supplies,1903,6141
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,2,Lead Abatement,5000,State  ,4,Materials and Supplies,20,Clean and Healthy Communities,403,Clothing and Footwear,1068,6142
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,2,Lead Abatement,5000,State  ,4,Materials and Supplies,20,Clean and Healthy Communities,406,Business Machine Supplies,1047,6143
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,2,Lead Abatement,5000,State  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,506,Portable Tools and Equipment,5187,6144
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,1,Salaries,20,Clean and Healthy Communities,101,Permanent Full-time,2429926,6145
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,1,Salaries,20,Clean and Healthy Communities,105,Overtime,54215,6146
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,1,Salaries,20,Clean and Healthy Communities,115,Sick Leave Conversion (Regular),9793,6147
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,1,Salaries,20,Clean and Healthy Communities,196,Turnover Savings,-663300,6148
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,201,Social Security-City Share (Regular),146138,6149
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,202,Employees Retirement - City Share (Regular),413601,6150
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,205,Medical and Hospital Insurance,216776,6151
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,207,Health Maintenance Organizations,128410,6152
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,210,Medical Waiver,637,6153
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,212,Prescription Drugs (Classified),42814,6154
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,2,Other Personnel Costs,20,Clean and Healthy Communities,213,Vision Care (CUB),230,6155
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",3,Whole Block Demolition,1001,General  ,7,"Grants, Subsidies and Contributions",20,Clean and Healthy Communities,740,Workers' Comp - Direct,6957,6156
Expenditures,3100,Housing and Community Development  ,745,Housing Code Enforcement,5,Property Maintenance Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,335,Maintenance and Repair of Equipment - Vehicle,84360,6157
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,213,Vision Care (CUB),1256,6158
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,231,FICA - Medicare Only,34532,6159
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,233,Survivor Benefits,5713,6160
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,235,Dental,7464,6161
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,301,Travel,388,6162
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,302,Local Mileage Reimbursement,527,6163
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,303,Local Expense Reimbursement,23275,6164
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,305,Municipal Telephone Exchange,12828,6165
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,307,Printing,14081,6166
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,308,Advertising,1132,6167
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,310,Municipal Post Office,12610,6168
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,311,Rental of Business Machines,14621,6169
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,319,Tuition Reimbursement,1086,6170
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,320,In-service Training,3256,6171
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,322,Dues,1243,6172
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,323,Subscriptions and Licenses,8404,6173
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,325,Rental of Operating Equipment,16805,6174
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,331,Rental of City Motor Equipment,70479,6175
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,1,Construction Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,335,Maintenance and Repair of Equipment - Vehicle,100056,6176
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,302,Local Mileage Reimbursement,5084,6177
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,201,Social Security-City Share (Regular),146953,6178
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,201,Social Security-City Share (Regular),12365,6179
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,303,Local Expense Reimbursement,2333,6180
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,202,Employees Retirement - City Share (Regular),409536,6181
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,0,Transfers,20,Clean and Healthy Communities,0,Unallocable Credits (General),-221011,6182
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,205,Medical and Hospital Insurance,131870,6183
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,207,Health Maintenance Organizations,206211,6184
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,2,Other Personnel Costs,20,Clean and Healthy Communities,231,FICA - Medicare Only,5338,6185
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,1,Salaries,20,Clean and Healthy Communities,101,Permanent Full-time,147027,6186
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,202,Employees Retirement - City Share (Regular),34295,6187
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,210,Medical Waiver,1430,6188
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,304,Telephone and Telegraph,4393,6189
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,2,Other Personnel Costs,20,Clean and Healthy Communities,233,Survivor Benefits,913,6190
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,201,Social Security-City Share (Regular),9024,6191
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,205,Medical and Hospital Insurance,13518,6192
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,212,Prescription Drugs (Classified),46111,6193
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,305,Municipal Telephone Exchange,2016,6194
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,2,Other Personnel Costs,20,Clean and Healthy Communities,235,Dental,1397,6195
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,202,Employees Retirement - City Share (Regular),24521,6196
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,207,Health Maintenance Organizations,37782,6197
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,213,Vision Care (CUB),1307,6198
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,231,FICA - Medicare Only,36296,6199
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,233,Survivor Benefits,5949,6200
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,235,Dental,7772,6201
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,302,Local Mileage Reimbursement,1509,6202
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,303,Local Expense Reimbursement,9053,6203
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,304,Telephone and Telegraph,11176,6204
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,305,Municipal Telephone Exchange,1993,6205
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,307,Printing,3968,6206
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,308,Advertising,1584,6207
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,309,Postage,599,6208
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,310,Municipal Post Office,32240,6209
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,311,Rental of Business Machines,20746,6210
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,318,Consultants,61225,6211
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,319,Tuition Reimbursement,5374,6212
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,320,In-service Training,6643,6213
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,323,Subscriptions and Licenses,5634,6214
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,325,Rental of Operating Equipment,12447,6215
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,326,Other Professional Services,40592,6216
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,350,Not Otherwise Classified,188100,6217
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,391,"Investigative Expenses (SAO, OED)",5382,6218
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,4,Materials and Supplies,20,Clean and Healthy Communities,402,Office Supplies,10415,6219
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,4,Materials and Supplies,20,Clean and Healthy Communities,406,Business Machine Supplies,5482,6220
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,4,Materials and Supplies,20,Clean and Healthy Communities,408,Books and Periodicals,358,6221
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,4,Materials and Supplies,20,Clean and Healthy Communities,409,General Operating and Maintenance Supplies,2308,6222
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,4,Materials and Supplies,20,Clean and Healthy Communities,410,Equipment Maintenance and Repair Supplies,622,6223
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,4,Materials and Supplies,20,Clean and Healthy Communities,414,Food for Human Consumption,2193,6224
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,4,Materials and Supplies,20,Clean and Healthy Communities,418,Bottle Water Services,2593,6225
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,501,Office Furniture and Equipment,1097,6226
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,502,Office Machines,1677,6227
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,503,Data - Word Processing Equipment,721,6228
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",1,Land Transactions,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,508,Computer Software,3000,6229
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,302,Local Mileage Reimbursement,336,6230
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,307,Printing,2605,6231
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,212,Prescription Drugs (Classified),6869,6232
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,205,Medical and Hospital Insurance,28519,6233
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,309,Postage,102,6234
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,213,Vision Care (CUB),141,6235
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,303,Local Expense Reimbursement,1383,6236
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,212,Prescription Drugs (Classified),3376,6237
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,310,Municipal Post Office,1608,6238
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,231,FICA - Medicare Only,2950,6239
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,304,Telephone and Telegraph,2000,6240
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,233,Survivor Benefits,493,6241
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,213,Vision Care (CUB),92,6242
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,311,Rental of Business Machines,4620,6243
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,305,Municipal Telephone Exchange,2997,6244
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,235,Dental,855,6245
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,231,FICA - Medicare Only,2176,6246
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,233,Survivor Benefits,356,6247
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,235,Dental,587,6248
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,512,MOIT Hardware Replacement,818,6249
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,513,MOIT Software Maintenance,606,6250
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",6,Park Heights,1001,General  ,7,"Grants, Subsidies and Contributions",20,Clean and Healthy Communities,740,Workers' Comp - Direct,1968,6251
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,1,Salaries,20,Clean and Healthy Communities,101,Permanent Full-time,518751,6252
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,201,Social Security-City Share (Regular),32484,6253
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,202,Employees Retirement - City Share (Regular),88297,6254
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,205,Medical and Hospital Insurance,13272,6255
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,207,Health Maintenance Organizations,50331,6256
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,212,Prescription Drugs (Classified),8316,6257
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,213,Vision Care (CUB),288,6258
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,231,FICA - Medicare Only,7522,6259
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,233,Survivor Benefits,1243,6260
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,2,Other Personnel Costs,20,Clean and Healthy Communities,235,Dental,1744,6261
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,512,MOIT Hardware Replacement,2452,6262
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,5,"Equipment - $4,999 or less",20,Clean and Healthy Communities,513,MOIT Software Maintenance,1746,6263
Expenditures,3100,Housing and Community Development  ,749,"Property Acquisition, Disposition and Asset Management",8,Project Development,1001,General  ,7,"Grants, Subsidies and Contributions",20,Clean and Healthy Communities,740,Workers' Comp - Direct,6022,6264
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,1,Salaries,20,Clean and Healthy Communities,101,Permanent Full-time,975537,6265
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,2,Other Personnel Costs,20,Clean and Healthy Communities,201,Social Security-City Share (Regular),60486,6266
Expenditures,3100,Housing and Community Development  ,745,Housing Code Enforcement,5,Property Maintenance Code Enforcement,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,396,Rental of Real Property - DGS,153891,6267
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,307,Printing,467,6268
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,325,Rental of Operating Equipment,2013,6269
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,308,Advertising,2940,6270
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,310,Municipal Post Office,554,6271
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,326,Other Professional Services,69424,6272
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,311,Rental of Business Machines,4437,6273
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,331,Rental of City Motor Equipment,1291,6274
Expenditures,3100,Housing and Community Development  ,748,Affordable Housing,1,Housing Development Finance and Project Management,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,318,Consultants,121984,6275
Expenditures,3100,Housing and Community Development  ,750,Housing Rehabilitation Services,1,Housing Rehabilitation Loans,4000,Federal  ,3,Contractual Services,20,Clean and Healthy Communities,320,In-service Training,4878,6276
Expenditures,3100,Housing and Community Development  ,751,Building and Zoning Inspections and Permits,3,Demolition Inspection,1001,General  ,3,Contractual Services,20,Clean and Healthy Communities,335,Maintenance and Repair of Equipment - Vehicle,14293,6277
